paper_trade_id,leg_count
ase_pt_e5231e71990f4568,3
ase_pt_e549a8e66b504915,2
ase_pt_e56739d70d014172,3
ase_pt_e5ccc8f977734766,1
ase_pt_e66149ee488d4111,2
ase_pt_e68147c53ad64379,2
ase_pt_e765019aac214b30,2
ase_pt_e7742d0825944040,6
ase_pt_e7789d15879a45eb,1
ase_pt_e78a52d34182482d,4
ase_pt_e79f6d8cdfbc417d,2
ase_pt_e7d78e583530476c,2
ase_pt_e80dd2b5c261433a,2
ase_pt_e8185dd214344b3d,2
ase_pt_e89c1dfca5f44779,4
ase_pt_e8ac703556ed4ca8,4
ase_pt_e8d8f110ca2e46ea,2
ase_pt_e8daada75c2d4937,2
ase_pt_e93e30f16e154e46,2
ase_pt_e94e06bd9ba64a13,2
ase_pt_e97315119a354c76,2
ase_pt_e9774f4255124adc,4
ase_pt_e99a1c0bac7a44b8,5
ase_pt_e9c5adc89a694700,2
ase_pt_ea4be73d23ee4956,2
ase_pt_ea5c2ec694ed460f,2
ase_pt_ea65248f920c4afd,2
ase_pt_ea93f5edcbd049a6,2
ase_pt_eacf187fc03e42a8,8
ase_pt_eae220cc91eb49ee,4
ase_pt_eaf300904a6b46b0,2
ase_pt_eb69c5f8d45a4cea,1
ase_pt_eb98d0776e8e4c2b,6
ase_pt_ec5bbbcd384d43e0,2
ase_pt_ecffd21d1e71478d,2
ase_pt_ee9d189d54294c8a,4
ase_pt_efa0f89d97a54617,4
ase_pt_efb8edaa521b47e8,4
ase_pt_efe0d09f127f4b5e,2
ase_pt_f02c2b0e4ea846d5,2
ase_pt_f033ed36fcef4965,1
ase_pt_f03d8213adaf4693,2
ase_pt_f0718fd916934cfe,2
ase_pt_f0cf4e295eb34ac4,4
ase_pt_f13c06fdca6c4252,3
ase_pt_f19a297d7ecc4a07,2
ase_pt_f1c574b9890e4d08,2
ase_pt_f22691ef3d444fab,4
ase_pt_f22e95e154d94408,4
ase_pt_f250e712b2084bc1,4
ase_pt_f352a5bb0a3845c7,3
ase_pt_f3ac3c34466c4fa7,2
ase_pt_f3afc3f4ede84b03,4
ase_pt_f3bb6a0a294543f3,4
ase_pt_f417c1e1b7594d6f,2
ase_pt_f44fe45a5946442a,4
ase_pt_f4ab0354b1194755,2
ase_pt_f524316759cb4ded,4
ase_pt_f5348162a2d24340,2
ase_pt_f57567ca8d45430f,2
ase_pt_f5dd6dc35bb846d9,2
ase_pt_f663d57759104da1,2
ase_pt_f67e84675c5249a6,2
ase_pt_f718bcf91c2f4cf6,2
ase_pt_f756f793419d420f,2
ase_pt_f7783f7e02854358,2
ase_pt_f7e0e8d95161439f,4
ase_pt_f81f75f7f93c45bd,1
ase_pt_f850c3bdc79c409b,2
ase_pt_f8bf64f3692e4ea8,1
ase_pt_f8dc673d2e074d35,4
ase_pt_f90caba5eb23474c,2
ase_pt_fada956def4e448a,2
ase_pt_fadfe86140af455a,2
ase_pt_fb84854ccb4f40ab,4
ase_pt_fc496f6591134f0d,2
ase_pt_fd8f510a65cb426a,4
ase_pt_fe02671f0c3b4c14,2
ase_pt_fe5c39faa9ff45bb,2
ase_pt_feb277e4ceee4a33,1
ase_pt_feffd623b601459d,2
ase_pt_ff3f24f24b8e45f4,4
ase_pt_ff4857b9ca1e4f31,2
ase_pt_ff5e137172e74047,2
ase_pt_ffc319cbdcb547bd,2
ase_pt_fff14c0d833a43a4,2
f7df3c4f-0f5a-4373-b3a1-4de21f8810af,2
