id,paper_trade_id,mid_status,delta_status,ratio_status
347,ase_pt_a1c8e3c5b81941d4,NOT NULL,NOT NULL,NOT NULL
348,ase_pt_fb84854ccb4f40ab,NOT NULL,NOT NULL,NOT NULL
349,ase_pt_fb84854ccb4f40ab,NOT NULL,NOT NULL,NOT NULL
350,ase_pt_fb84854ccb4f40ab,NOT NULL,NOT NULL,NOT NULL
351,ase_pt_fb84854ccb4f40ab,NOT NULL,NOT NULL,NOT NULL
352,ase_pt_fe02671f0c3b4c14,NOT NULL,NOT NULL,NOT NULL
353,ase_pt_fe02671f0c3b4c14,NOT NULL,NOT NULL,NOT NULL
354,ase_pt_76488e2737934974,NOT NULL,NOT NULL,NOT NULL
355,ase_pt_76488e2737934974,NOT NULL,NOT NULL,NOT NULL
356,ase_pt_52a1199441b842c2,NOT NULL,NOT NULL,NOT NULL
357,ase_pt_52a1199441b842c2,NOT NULL,NOT NULL,NOT NULL
358,ase_pt_52a1199441b842c2,NOT NULL,NOT NULL,NOT NULL
359,ase_pt_52a1199441b842c2,NOT NULL,NOT NULL,NOT NULL
360,ase_pt_3d55b52d40e74304,NOT NULL,NOT NULL,NOT NULL
361,ase_pt_3d55b52d40e74304,NOT NULL,NOT NULL,NOT NULL
362,ase_pt_3d55b52d40e74304,NOT NULL,NOT NULL,NOT NULL
363,ase_pt_3d55b52d40e74304,NOT NULL,NOT NULL,NOT NULL
364,ase_pt_aaac37a07a91407d,NOT NULL,NOT NULL,NOT NULL
365,ase_pt_aaac37a07a91407d,NOT NULL,NOT NULL,NOT NULL
366,ase_pt_7da7c3b4e64846b4,NOT NULL,NOT NULL,NOT NULL
367,ase_pt_7da7c3b4e64846b4,NOT NULL,NOT NULL,NOT NULL
368,ase_pt_0f937b112584409c,NOT NULL,NOT NULL,NOT NULL
369,ase_pt_0f937b112584409c,NOT NULL,NOT NULL,NOT NULL
370,ase_pt_1170d8dc89b04e2d,NOT NULL,NOT NULL,NOT NULL
371,ase_pt_1170d8dc89b04e2d,NOT NULL,NOT NULL,NOT NULL
372,ase_pt_93a3a93c4f9f4e12,NOT NULL,NOT NULL,NOT NULL
373,ase_pt_93a3a93c4f9f4e12,NOT NULL,NOT NULL,NOT NULL
374,ase_pt_93a3a93c4f9f4e12,NOT NULL,NOT NULL,NOT NULL
375,ase_pt_e42209c2003d4359,NOT NULL,NOT NULL,NOT NULL
376,ase_pt_e42209c2003d4359,NOT NULL,NOT NULL,NOT NULL
377,ase_pt_e42209c2003d4359,NOT NULL,NOT NULL,NOT NULL
378,ase_pt_e42209c2003d4359,NOT NULL,NOT NULL,NOT NULL
379,ase_pt_57dc0fe985a24f4f,NOT NULL,NOT NULL,NOT NULL
380,ase_pt_57dc0fe985a24f4f,NOT NULL,NOT NULL,NOT NULL
381,ase_pt_e0a6c5ea0c7841ed,NOT NULL,NOT NULL,NOT NULL
382,ase_pt_e0a6c5ea0c7841ed,NOT NULL,NOT NULL,NOT NULL
383,ase_pt_e0a6c5ea0c7841ed,NOT NULL,NOT NULL,NOT NULL
384,ase_pt_e0a6c5ea0c7841ed,NOT NULL,NOT NULL,NOT NULL
385,ase_pt_d2435f0b6b9843e7,NOT NULL,NOT NULL,NOT NULL
386,ase_pt_d2435f0b6b9843e7,NOT NULL,NOT NULL,NOT NULL
387,ase_pt_02fefa8de1fa4313,NOT NULL,NOT NULL,NOT NULL
388,ase_pt_02fefa8de1fa4313,NOT NULL,NOT NULL,NOT NULL
389,ase_pt_02fefa8de1fa4313,NOT NULL,NOT NULL,NOT NULL
390,ase_pt_9aa23c0340c74068,NOT NULL,NOT NULL,NOT NULL
391,ase_pt_9aa23c0340c74068,NOT NULL,NOT NULL,NOT NULL
392,ase_pt_9aa23c0340c74068,NOT NULL,NOT NULL,NOT NULL
393,ase_pt_9aa23c0340c74068,NOT NULL,NOT NULL,NOT NULL
394,ase_pt_6eeb91756b384821,NOT NULL,NOT NULL,NOT NULL
395,ase_pt_6eeb91756b384821,NOT NULL,NOT NULL,NOT NULL
396,ase_pt_6eeb91756b384821,NOT NULL,NOT NULL,NOT NULL
397,ase_pt_6eeb91756b384821,NOT NULL,NOT NULL,NOT NULL
398,ase_pt_f756f793419d420f,NOT NULL,NOT NULL,NOT NULL
399,ase_pt_f756f793419d420f,NOT NULL,NOT NULL,NOT NULL
400,ase_pt_931dd6df28c1477d,NOT NULL,NOT NULL,NOT NULL
401,ase_pt_931dd6df28c1477d,NOT NULL,NOT NULL,NOT NULL
402,ase_pt_4d0273c3681a4f01,NOT NULL,NOT NULL,NOT NULL
403,ase_pt_e2ba930eaa534393,NOT NULL,NOT NULL,NOT NULL
404,ase_pt_e2ba930eaa534393,NOT NULL,NOT NULL,NOT NULL
405,ase_pt_40462d8d32c14ee9,NOT NULL,NOT NULL,NOT NULL
406,ase_pt_40462d8d32c14ee9,NOT NULL,NOT NULL,NOT NULL
407,ase_pt_40462d8d32c14ee9,NOT NULL,NOT NULL,NOT NULL
408,ase_pt_40462d8d32c14ee9,NOT NULL,NOT NULL,NOT NULL
409,ase_pt_bbd9a12dae4b4160,NOT NULL,NOT NULL,NOT NULL
410,ase_pt_bbd9a12dae4b4160,NOT NULL,NOT NULL,NOT NULL
411,ase_pt_bbd9a12dae4b4160,NOT NULL,NOT NULL,NOT NULL
412,ase_pt_bbd9a12dae4b4160,NOT NULL,NOT NULL,NOT NULL
413,ase_pt_bbd9a12dae4b4160,NOT NULL,NOT NULL,NOT NULL
414,ase_pt_274b14eb2f984158,NOT NULL,NOT NULL,NOT NULL
415,ase_pt_274b14eb2f984158,NOT NULL,NOT NULL,NOT NULL
416,ase_pt_274b14eb2f984158,NOT NULL,NOT NULL,NOT NULL
417,ase_pt_274b14eb2f984158,NOT NULL,NOT NULL,NOT NULL
418,ase_pt_274b14eb2f984158,NOT NULL,NOT NULL,NOT NULL
419,ase_pt_274b14eb2f984158,NOT NULL,NOT NULL,NOT NULL
420,ase_pt_e4fbd56c2fba44d5,NOT NULL,NOT NULL,NOT NULL
421,ase_pt_e4fbd56c2fba44d5,NOT NULL,NOT NULL,NOT NULL
422,ase_pt_e4fbd56c2fba44d5,NOT NULL,NOT NULL,NOT NULL
423,ase_pt_e4fbd56c2fba44d5,NOT NULL,NOT NULL,NOT NULL
424,ase_pt_e4fbd56c2fba44d5,NOT NULL,NOT NULL,NOT NULL
425,ase_pt_e4fbd56c2fba44d5,NOT NULL,NOT NULL,NOT NULL
426,ase_pt_e4fbd56c2fba44d5,NOT NULL,NOT NULL,NOT NULL
427,ase_pt_e4fbd56c2fba44d5,NOT NULL,NOT NULL,NOT NULL
428,ase_pt_b4fa0790417d42e0,NOT NULL,NOT NULL,NOT NULL
429,ase_pt_9089a990edab441c,NOT NULL,NOT NULL,NOT NULL
430,ase_pt_a9753a5b1a1b4f5e,NOT NULL,NOT NULL,NOT NULL
431,ase_pt_6b35e0a20e884b30,NOT NULL,NOT NULL,NOT NULL
432,ase_pt_e5ccc8f977734766,NOT NULL,NOT NULL,NOT NULL
433,ase_pt_f8bf64f3692e4ea8,NOT NULL,NOT NULL,NOT NULL
434,ase_pt_3b1a8014c6fc4dd2,NOT NULL,NOT NULL,NOT NULL
435,ase_pt_3b1a8014c6fc4dd2,NOT NULL,NOT NULL,NOT NULL
436,ase_pt_3847e37dbe01457c,NOT NULL,NOT NULL,NOT NULL
437,ase_pt_3847e37dbe01457c,NOT NULL,NOT NULL,NOT NULL
438,ase_pt_bc60609866cf4c0f,NOT NULL,NOT NULL,NOT NULL
439,ase_pt_bc60609866cf4c0f,NOT NULL,NOT NULL,NOT NULL
440,ase_pt_161362eb9c554659,NOT NULL,NOT NULL,NOT NULL
441,ase_pt_161362eb9c554659,NOT NULL,NOT NULL,NOT NULL
442,ase_pt_cbd5bf81793446d7,NOT NULL,NOT NULL,NOT NULL
443,ase_pt_cbd5bf81793446d7,NOT NULL,NOT NULL,NOT NULL
444,ase_pt_e8d8f110ca2e46ea,NOT NULL,NOT NULL,NOT NULL
445,ase_pt_e8d8f110ca2e46ea,NOT NULL,NOT NULL,NOT NULL
446,ase_pt_5e49d8edae1c4bb5,NOT NULL,NOT NULL,NOT NULL
447,ase_pt_5e49d8edae1c4bb5,NOT NULL,NOT NULL,NOT NULL
448,ase_pt_b0a34de8bfd04d85,NOT NULL,NOT NULL,NOT NULL
449,ase_pt_b0a34de8bfd04d85,NOT NULL,NOT NULL,NOT NULL
450,ase_pt_d364f8772e634ea2,NOT NULL,NOT NULL,NOT NULL
451,ase_pt_d364f8772e634ea2,NOT NULL,NOT NULL,NOT NULL
452,ase_pt_9d1f3d6be1de42e7,NOT NULL,NOT NULL,NOT NULL
453,ase_pt_9d1f3d6be1de42e7,NOT NULL,NOT NULL,NOT NULL
454,ase_pt_77c6e57b3a1446b9,NOT NULL,NOT NULL,NOT NULL
455,ase_pt_77c6e57b3a1446b9,NOT NULL,NOT NULL,NOT NULL
456,ase_pt_c83827516c75413d,NOT NULL,NOT NULL,NOT NULL
457,ase_pt_c83827516c75413d,NOT NULL,NOT NULL,NOT NULL
458,ase_pt_f5348162a2d24340,NOT NULL,NOT NULL,NOT NULL
459,ase_pt_f5348162a2d24340,NOT NULL,NOT NULL,NOT NULL
460,ase_pt_e8185dd214344b3d,NOT NULL,NOT NULL,NOT NULL
461,ase_pt_e8185dd214344b3d,NOT NULL,NOT NULL,NOT NULL
462,ase_pt_1d7c0f90a07c44e7,NOT NULL,NOT NULL,NOT NULL
463,ase_pt_1d7c0f90a07c44e7,NOT NULL,NOT NULL,NOT NULL
464,ase_pt_e80dd2b5c261433a,NOT NULL,NOT NULL,NOT NULL
465,ase_pt_e80dd2b5c261433a,NOT NULL,NOT NULL,NOT NULL
466,ase_pt_dd6f5dcf3c9049ec,NOT NULL,NOT NULL,NOT NULL
467,ase_pt_dd6f5dcf3c9049ec,NOT NULL,NOT NULL,NOT NULL
468,ase_pt_ca738e7c12374252,NOT NULL,NOT NULL,NOT NULL
469,ase_pt_ca738e7c12374252,NOT NULL,NOT NULL,NOT NULL
470,ase_pt_422c7e1be7ac41bc,NOT NULL,NOT NULL,NOT NULL
471,ase_pt_422c7e1be7ac41bc,NOT NULL,NOT NULL,NOT NULL
472,ase_pt_8779236ee5114ad7,NOT NULL,NOT NULL,NOT NULL
473,ase_pt_8779236ee5114ad7,NOT NULL,NOT NULL,NOT NULL
474,ase_pt_b544d413f1fa4fbe,NOT NULL,NOT NULL,NOT NULL
475,ase_pt_b544d413f1fa4fbe,NOT NULL,NOT NULL,NOT NULL
476,ase_pt_97126c75c93c44f0,NOT NULL,NOT NULL,NOT NULL
477,ase_pt_97126c75c93c44f0,NOT NULL,NOT NULL,NOT NULL
478,ase_pt_e182672b33fc4791,NOT NULL,NOT NULL,NOT NULL
479,ase_pt_e182672b33fc4791,NOT NULL,NOT NULL,NOT NULL
480,ase_pt_e182672b33fc4791,NOT NULL,NOT NULL,NOT NULL
481,ase_pt_e182672b33fc4791,NOT NULL,NOT NULL,NOT NULL
482,ase_pt_977ced069bc5425b,NOT NULL,NOT NULL,NOT NULL
483,ase_pt_977ced069bc5425b,NOT NULL,NOT NULL,NOT NULL
484,ase_pt_977ced069bc5425b,NOT NULL,NOT NULL,NOT NULL
485,ase_pt_977ced069bc5425b,NOT NULL,NOT NULL,NOT NULL
486,ase_pt_9e5cf737f8e74fa3,NOT NULL,NOT NULL,NOT NULL
487,ase_pt_9e5cf737f8e74fa3,NOT NULL,NOT NULL,NOT NULL
488,ase_pt_2fb28aa0a20f49b3,NOT NULL,NOT NULL,NOT NULL
489,ase_pt_2fb28aa0a20f49b3,NOT NULL,NOT NULL,NOT NULL
490,ase_pt_18be7899a17a4176,NOT NULL,NOT NULL,NOT NULL
491,ase_pt_18be7899a17a4176,NOT NULL,NOT NULL,NOT NULL
492,ase_pt_b3dcd42cff494334,NOT NULL,NOT NULL,NOT NULL
493,ase_pt_b3dcd42cff494334,NOT NULL,NOT NULL,NOT NULL
494,ase_pt_4fd217eb3a5a4a32,NOT NULL,NOT NULL,NOT NULL
495,ase_pt_4fd217eb3a5a4a32,NOT NULL,NOT NULL,NOT NULL
496,ase_pt_4fd217eb3a5a4a32,NOT NULL,NOT NULL,NOT NULL
497,ase_pt_4fd217eb3a5a4a32,NOT NULL,NOT NULL,NOT NULL
498,ase_pt_56e7f9a96a7e4464,NOT NULL,NOT NULL,NOT NULL
499,ase_pt_56e7f9a96a7e4464,NOT NULL,NOT NULL,NOT NULL
500,ase_pt_f67e84675c5249a6,NOT NULL,NOT NULL,NOT NULL
501,ase_pt_f67e84675c5249a6,NOT NULL,NOT NULL,NOT NULL
502,ase_pt_b6be8e95c33a4553,NOT NULL,NOT NULL,NOT NULL
503,ase_pt_b6be8e95c33a4553,NOT NULL,NOT NULL,NOT NULL
504,ase_pt_68e54ed88e4d421b,NOT NULL,NOT NULL,NOT NULL
505,ase_pt_68e54ed88e4d421b,NOT NULL,NOT NULL,NOT NULL
506,ase_pt_e1ec5f6baa4d403d,NOT NULL,NOT NULL,NOT NULL
507,ase_pt_e1ec5f6baa4d403d,NOT NULL,NOT NULL,NOT NULL
508,ase_pt_21edb5107520446d,NOT NULL,NOT NULL,NOT NULL
509,ase_pt_21edb5107520446d,NOT NULL,NOT NULL,NOT NULL
510,ase_pt_e4b1d239379943ff,NOT NULL,NOT NULL,NOT NULL
511,ase_pt_e4b1d239379943ff,NOT NULL,NOT NULL,NOT NULL
512,ase_pt_fada956def4e448a,NOT NULL,NOT NULL,NOT NULL
513,ase_pt_fada956def4e448a,NOT NULL,NOT NULL,NOT NULL
514,ase_pt_db747bae239b4a97,NOT NULL,NOT NULL,NOT NULL
515,ase_pt_db747bae239b4a97,NOT NULL,NOT NULL,NOT NULL
516,ase_pt_db747bae239b4a97,NOT NULL,NOT NULL,NOT NULL
517,ase_pt_db747bae239b4a97,NOT NULL,NOT NULL,NOT NULL
518,ase_pt_25ab7424444f4a89,NOT NULL,NOT NULL,NOT NULL
519,ase_pt_25ab7424444f4a89,NOT NULL,NOT NULL,NOT NULL
520,ase_pt_8e442eea96e1491f,NOT NULL,NOT NULL,NOT NULL
521,ase_pt_8e442eea96e1491f,NOT NULL,NOT NULL,NOT NULL
522,ase_pt_e97315119a354c76,NOT NULL,NOT NULL,NOT NULL
523,ase_pt_e97315119a354c76,NOT NULL,NOT NULL,NOT NULL
524,ase_pt_c36ecfd5501c47a4,NOT NULL,NOT NULL,NOT NULL
525,ase_pt_c36ecfd5501c47a4,NOT NULL,NOT NULL,NOT NULL
526,ase_pt_130a27a8cb9745ba,NOT NULL,NOT NULL,NOT NULL
527,ase_pt_130a27a8cb9745ba,NOT NULL,NOT NULL,NOT NULL
528,ase_pt_e44634809c5544e3,NOT NULL,NOT NULL,NOT NULL
529,ase_pt_e44634809c5544e3,NOT NULL,NOT NULL,NOT NULL
530,ase_pt_e44634809c5544e3,NOT NULL,NOT NULL,NOT NULL
531,ase_pt_e44634809c5544e3,NOT NULL,NOT NULL,NOT NULL
532,ase_pt_b960fd2b68d648d3,NOT NULL,NOT NULL,NOT NULL
533,ase_pt_b960fd2b68d648d3,NOT NULL,NOT NULL,NOT NULL
534,ase_pt_ea5c2ec694ed460f,NOT NULL,NOT NULL,NOT NULL
535,ase_pt_ea5c2ec694ed460f,NOT NULL,NOT NULL,NOT NULL
536,ase_pt_ff5e137172e74047,NOT NULL,NOT NULL,NOT NULL
537,ase_pt_ff5e137172e74047,NOT NULL,NOT NULL,NOT NULL
538,ase_pt_ac4b9034cd964425,NOT NULL,NOT NULL,NOT NULL
539,ase_pt_ac4b9034cd964425,NOT NULL,NOT NULL,NOT NULL
540,ase_pt_b8bb8ab33f7c4861,NOT NULL,NOT NULL,NOT NULL
541,ase_pt_b8bb8ab33f7c4861,NOT NULL,NOT NULL,NOT NULL
542,ase_pt_fd8f510a65cb426a,NOT NULL,NOT NULL,NOT NULL
543,ase_pt_fd8f510a65cb426a,NOT NULL,NOT NULL,NOT NULL
544,ase_pt_fd8f510a65cb426a,NOT NULL,NOT NULL,NOT NULL
545,ase_pt_fd8f510a65cb426a,NOT NULL,NOT NULL,NOT NULL
546,ase_pt_8fdcc3627c754690,NOT NULL,NOT NULL,NOT NULL
547,ase_pt_8fdcc3627c754690,NOT NULL,NOT NULL,NOT NULL
548,ase_pt_8fdcc3627c754690,NOT NULL,NOT NULL,NOT NULL
549,ase_pt_8fdcc3627c754690,NOT NULL,NOT NULL,NOT NULL
550,ase_pt_390ae52392654d73,NOT NULL,NOT NULL,NOT NULL
551,ase_pt_390ae52392654d73,NOT NULL,NOT NULL,NOT NULL
552,ase_pt_390ae52392654d73,NOT NULL,NOT NULL,NOT NULL
553,ase_pt_390ae52392654d73,NOT NULL,NOT NULL,NOT NULL
554,ase_pt_2890588a8d2f4473,NOT NULL,NOT NULL,NOT NULL
555,ase_pt_2890588a8d2f4473,NOT NULL,NOT NULL,NOT NULL
556,ase_pt_2890588a8d2f4473,NOT NULL,NOT NULL,NOT NULL
557,ase_pt_2890588a8d2f4473,NOT NULL,NOT NULL,NOT NULL
558,ase_pt_873a7401af7c499b,NOT NULL,NOT NULL,NOT NULL
559,ase_pt_873a7401af7c499b,NOT NULL,NOT NULL,NOT NULL
560,ase_pt_873a7401af7c499b,NOT NULL,NOT NULL,NOT NULL
561,ase_pt_c8310c4a33604a82,NOT NULL,NOT NULL,NOT NULL
562,ase_pt_c8310c4a33604a82,NOT NULL,NOT NULL,NOT NULL
563,ase_pt_c8310c4a33604a82,NOT NULL,NOT NULL,NOT NULL
564,ase_pt_d416f4b7532c415c,NOT NULL,NOT NULL,NOT NULL
565,ase_pt_d416f4b7532c415c,NOT NULL,NOT NULL,NOT NULL
566,ase_pt_d416f4b7532c415c,NOT NULL,NOT NULL,NOT NULL
567,ase_pt_d416f4b7532c415c,NOT NULL,NOT NULL,NOT NULL
568,ase_pt_56d2d5d48d5b4236,NOT NULL,NOT NULL,NOT NULL
569,ase_pt_56d2d5d48d5b4236,NOT NULL,NOT NULL,NOT NULL
570,ase_pt_56d2d5d48d5b4236,NOT NULL,NOT NULL,NOT NULL
571,ase_pt_5f8707ca4cb44569,NOT NULL,NOT NULL,NOT NULL
572,ase_pt_5f8707ca4cb44569,NOT NULL,NOT NULL,NOT NULL
573,ase_pt_5f8707ca4cb44569,NOT NULL,NOT NULL,NOT NULL
574,ase_pt_aeb5d4d092ea48cc,NOT NULL,NOT NULL,NOT NULL
575,ase_pt_aeb5d4d092ea48cc,NOT NULL,NOT NULL,NOT NULL
576,ase_pt_aeb5d4d092ea48cc,NOT NULL,NOT NULL,NOT NULL
577,ase_pt_aa91c2601a534cca,NOT NULL,NOT NULL,NOT NULL
578,ase_pt_aa91c2601a534cca,NOT NULL,NOT NULL,NOT NULL
579,ase_pt_aa91c2601a534cca,NOT NULL,NOT NULL,NOT NULL
580,ase_pt_795a4febeaa54a0d,NOT NULL,NOT NULL,NOT NULL
581,ase_pt_795a4febeaa54a0d,NOT NULL,NOT NULL,NOT NULL
582,ase_pt_795a4febeaa54a0d,NOT NULL,NOT NULL,NOT NULL
583,ase_pt_df79891422ec4bf6,NOT NULL,NOT NULL,NOT NULL
584,ase_pt_df79891422ec4bf6,NOT NULL,NOT NULL,NOT NULL
585,ase_pt_df79891422ec4bf6,NOT NULL,NOT NULL,NOT NULL
586,ase_pt_0dc88f03b7564659,NOT NULL,NOT NULL,NOT NULL
587,ase_pt_0dc88f03b7564659,NOT NULL,NOT NULL,NOT NULL
588,ase_pt_0dc88f03b7564659,NOT NULL,NOT NULL,NOT NULL
589,ase_pt_0dc88f03b7564659,NOT NULL,NOT NULL,NOT NULL
590,ase_pt_0dc88f03b7564659,NOT NULL,NOT NULL,NOT NULL
591,ase_pt_0dc88f03b7564659,NOT NULL,NOT NULL,NOT NULL
592,ase_pt_946b75d084744dd5,NOT NULL,NOT NULL,NOT NULL
593,ase_pt_946b75d084744dd5,NOT NULL,NOT NULL,NOT NULL
594,ase_pt_946b75d084744dd5,NOT NULL,NOT NULL,NOT NULL
595,ase_pt_3f0dc8b2a4fd4917,NOT NULL,NOT NULL,NOT NULL
596,ase_pt_3f0dc8b2a4fd4917,NOT NULL,NOT NULL,NOT NULL
597,ase_pt_3f0dc8b2a4fd4917,NOT NULL,NOT NULL,NOT NULL
598,ase_pt_731523d79fb84a33,NOT NULL,NOT NULL,NOT NULL
599,ase_pt_731523d79fb84a33,NOT NULL,NOT NULL,NOT NULL
600,ase_pt_731523d79fb84a33,NOT NULL,NOT NULL,NOT NULL
601,ase_pt_731523d79fb84a33,NOT NULL,NOT NULL,NOT NULL
602,ase_pt_bb9a1f6f28054353,NOT NULL,NOT NULL,NOT NULL
603,ase_pt_bb9a1f6f28054353,NOT NULL,NOT NULL,NOT NULL
604,ase_pt_bb9a1f6f28054353,NOT NULL,NOT NULL,NOT NULL
605,ase_pt_bb9a1f6f28054353,NOT NULL,NOT NULL,NOT NULL
606,ase_pt_efa0f89d97a54617,NOT NULL,NOT NULL,NOT NULL
607,ase_pt_efa0f89d97a54617,NOT NULL,NOT NULL,NOT NULL
608,ase_pt_efa0f89d97a54617,NOT NULL,NOT NULL,NOT NULL
609,ase_pt_efa0f89d97a54617,NOT NULL,NOT NULL,NOT NULL
610,ase_pt_f250e712b2084bc1,NOT NULL,NOT NULL,NOT NULL
611,ase_pt_f250e712b2084bc1,NOT NULL,NOT NULL,NOT NULL
612,ase_pt_f250e712b2084bc1,NOT NULL,NOT NULL,NOT NULL
613,ase_pt_f250e712b2084bc1,NOT NULL,NOT NULL,NOT NULL
614,ase_pt_a8b9f5ecf5284755,NOT NULL,NOT NULL,NOT NULL
615,ase_pt_a8b9f5ecf5284755,NOT NULL,NOT NULL,NOT NULL
616,ase_pt_a8b9f5ecf5284755,NOT NULL,NOT NULL,NOT NULL
617,ase_pt_a8b9f5ecf5284755,NOT NULL,NOT NULL,NOT NULL
618,ase_pt_7de534e9fe6345cb,NOT NULL,NOT NULL,NOT NULL
619,ase_pt_7de534e9fe6345cb,NOT NULL,NOT NULL,NOT NULL
620,ase_pt_7de534e9fe6345cb,NOT NULL,NOT NULL,NOT NULL
621,ase_pt_7de534e9fe6345cb,NOT NULL,NOT NULL,NOT NULL
622,ase_pt_0e9c0584c7a24633,NOT NULL,NOT NULL,NOT NULL
623,ase_pt_0e9c0584c7a24633,NOT NULL,NOT NULL,NOT NULL
624,ase_pt_0e9c0584c7a24633,NOT NULL,NOT NULL,NOT NULL
625,ase_pt_0e9c0584c7a24633,NOT NULL,NOT NULL,NOT NULL
626,ase_pt_0e9c0584c7a24633,NOT NULL,NOT NULL,NOT NULL
627,ase_pt_0e9c0584c7a24633,NOT NULL,NOT NULL,NOT NULL
628,ase_pt_0e9c0584c7a24633,NOT NULL,NOT NULL,NOT NULL
629,ase_pt_0e9c0584c7a24633,NOT NULL,NOT NULL,NOT NULL
630,ase_pt_e89c1dfca5f44779,NOT NULL,NOT NULL,NOT NULL
631,ase_pt_e89c1dfca5f44779,NOT NULL,NOT NULL,NOT NULL
632,ase_pt_e89c1dfca5f44779,NOT NULL,NOT NULL,NOT NULL
633,ase_pt_e89c1dfca5f44779,NOT NULL,NOT NULL,NOT NULL
634,ase_pt_ee9d189d54294c8a,NOT NULL,NOT NULL,NOT NULL
635,ase_pt_ee9d189d54294c8a,NOT NULL,NOT NULL,NOT NULL
636,ase_pt_ee9d189d54294c8a,NOT NULL,NOT NULL,NOT NULL
637,ase_pt_ee9d189d54294c8a,NOT NULL,NOT NULL,NOT NULL
638,ase_pt_949f8a36d9124d7b,NOT NULL,NOT NULL,NOT NULL
639,ase_pt_949f8a36d9124d7b,NOT NULL,NOT NULL,NOT NULL
640,ase_pt_949f8a36d9124d7b,NOT NULL,NOT NULL,NOT NULL
641,ase_pt_949f8a36d9124d7b,NOT NULL,NOT NULL,NOT NULL
642,ase_pt_84bcc42a04404c1d,NOT NULL,NOT NULL,NOT NULL
643,ase_pt_84bcc42a04404c1d,NOT NULL,NOT NULL,NOT NULL
644,ase_pt_84bcc42a04404c1d,NOT NULL,NOT NULL,NOT NULL
645,ase_pt_84bcc42a04404c1d,NOT NULL,NOT NULL,NOT NULL
646,ase_pt_df0a266b5a764677,NOT NULL,NOT NULL,NOT NULL
647,ase_pt_df0a266b5a764677,NOT NULL,NOT NULL,NOT NULL
648,ase_pt_df0a266b5a764677,NOT NULL,NOT NULL,NOT NULL
649,ase_pt_df0a266b5a764677,NOT NULL,NOT NULL,NOT NULL
650,ase_pt_b6c5e61a736a4625,NOT NULL,NOT NULL,NOT NULL
651,ase_pt_b6c5e61a736a4625,NOT NULL,NOT NULL,NOT NULL
652,ase_pt_626ffd58b34e45ec,NOT NULL,NOT NULL,NOT NULL
653,ase_pt_626ffd58b34e45ec,NOT NULL,NOT NULL,NOT NULL
654,ase_pt_cab5b30e65814c46,NOT NULL,NOT NULL,NOT NULL
655,ase_pt_cab5b30e65814c46,NOT NULL,NOT NULL,NOT NULL
656,ase_pt_cab5b30e65814c46,NOT NULL,NOT NULL,NOT NULL
657,ase_pt_c3b3676b3dca4053,NOT NULL,NOT NULL,NOT NULL
658,ase_pt_c3b3676b3dca4053,NOT NULL,NOT NULL,NOT NULL
659,ase_pt_c3b3676b3dca4053,NOT NULL,NOT NULL,NOT NULL
660,ase_pt_cdcfed298b1248b7,NOT NULL,NOT NULL,NOT NULL
661,ase_pt_cdcfed298b1248b7,NOT NULL,NOT NULL,NOT NULL
662,ase_pt_cdcfed298b1248b7,NOT NULL,NOT NULL,NOT NULL
663,ase_pt_cdcfed298b1248b7,NOT NULL,NOT NULL,NOT NULL
664,ase_pt_f22e95e154d94408,NOT NULL,NOT NULL,NOT NULL
665,ase_pt_f22e95e154d94408,NOT NULL,NOT NULL,NOT NULL
666,ase_pt_f22e95e154d94408,NOT NULL,NOT NULL,NOT NULL
667,ase_pt_f22e95e154d94408,NOT NULL,NOT NULL,NOT NULL
668,ase_pt_6238c50e54c64833,NOT NULL,NOT NULL,NOT NULL
669,ase_pt_6238c50e54c64833,NOT NULL,NOT NULL,NOT NULL
670,ase_pt_6238c50e54c64833,NOT NULL,NOT NULL,NOT NULL
671,ase_pt_6238c50e54c64833,NOT NULL,NOT NULL,NOT NULL
672,ase_pt_186926e1febe450d,NOT NULL,NOT NULL,NOT NULL
673,ase_pt_186926e1febe450d,NOT NULL,NOT NULL,NOT NULL
674,ase_pt_14f0366b84ad46a1,NOT NULL,NOT NULL,NOT NULL
675,ase_pt_14f0366b84ad46a1,NOT NULL,NOT NULL,NOT NULL
676,ase_pt_3c868bba84d748be,NOT NULL,NOT NULL,NOT NULL
677,ase_pt_3c868bba84d748be,NOT NULL,NOT NULL,NOT NULL
678,ase_pt_3c868bba84d748be,NOT NULL,NOT NULL,NOT NULL
679,ase_pt_3c868bba84d748be,NOT NULL,NOT NULL,NOT NULL
680,ase_pt_4e16f998994a497a,NOT NULL,NOT NULL,NOT NULL
681,ase_pt_4e16f998994a497a,NOT NULL,NOT NULL,NOT NULL
682,ase_pt_4e16f998994a497a,NOT NULL,NOT NULL,NOT NULL
683,ase_pt_4e16f998994a497a,NOT NULL,NOT NULL,NOT NULL
684,ase_pt_51e1bd8493af4532,NOT NULL,NOT NULL,NOT NULL
685,ase_pt_51e1bd8493af4532,NOT NULL,NOT NULL,NOT NULL
686,ase_pt_bbfe78136a6145df,NOT NULL,NOT NULL,NOT NULL
687,ase_pt_bbfe78136a6145df,NOT NULL,NOT NULL,NOT NULL
688,ase_pt_ec5bbbcd384d43e0,NOT NULL,NOT NULL,NOT NULL
689,ase_pt_ec5bbbcd384d43e0,NOT NULL,NOT NULL,NOT NULL
690,ase_pt_e0dcd7cfa0434bf4,NOT NULL,NOT NULL,NOT NULL
