entry_date,exit_date,spot,exp_near,legs,entry_val,exit_val,pnl,exit_reason,mult,tp_pct,sl_pct,premium_basis,strategy
2025-12-01,2025-12-02,680.27,2025-12-26,14xO:SPY251226C00675000 | -28xO:SPY251226C00680000 | 14xO:SPY251226C00685000,490.0,1764.0,1274.0,TP_100PCT,14,100,,490.0,06_long_call_butterfly
2025-12-08,2025-12-09,683.63,2026-01-02,33xO:SPY260102C00679000 | -66xO:SPY260102C00684000 | 33xO:SPY260102C00689000,495.0,7755.0,7260.0,TP_100PCT,33,100,,495.0,06_long_call_butterfly
2025-12-15,2025-12-16,680.73,2026-01-09,25xO:SPY260109C00676000 | -50xO:SPY260109C00681000 | 25xO:SPY260109C00686000,500.0,1150.0,650.0,TP_100PCT,25,100,,500.0,06_long_call_butterfly
2025-12-22,2026-01-14,684.83,2026-01-16,9xO:SPY260116C00680000 | -18xO:SPY260116C00685000 | 9xO:SPY260116C00690000,486.0,1116.0,630.0,TP_100PCT,9,100,,486.0,06_long_call_butterfly
2025-12-29,2025-12-30,687.85,2026-01-23,1xO:SPY260123C00683000 | -2xO:SPY260123C00688000 | 1xO:SPY260123C00693000,-4.0,123.0,127.0,TP_100PCT,1,100,,4.0,06_long_call_butterfly
2026-01-05,2026-01-28,687.72,2026-01-30,4xO:SPY260130C00683000 | -8xO:SPY260130C00688000 | 4xO:SPY260130C00693000,404.0,1160.0,756.0,TP_100PCT,4,100,,404.0,06_long_call_butterfly
2026-01-12,2026-01-29,695.16,2026-02-06,13xO:SPY260206C00690000 | -26xO:SPY260206C00695000 | 13xO:SPY260206C00700000,481.0,1066.0,585.0,TP_100PCT,13,100,,481.0,06_long_call_butterfly
2026-01-20,2026-01-22,677.58,2026-02-13,1xO:SPY260213C00673000 | -2xO:SPY260213C00678000 | 1xO:SPY260213C00683000,-61.0,42.0,103.0,TP_100PCT,1,100,,61.0,06_long_call_butterfly
2026-01-26,2026-02-04,692.73,2026-02-20,5xO:SPY260220C00688000 | -10xO:SPY260220C00693000 | 5xO:SPY260220C00698000,425.0,970.0,545.0,TP_100PCT,5,100,,425.0,06_long_call_butterfly
2026-02-09,2026-02-11,693.95,2026-03-06,20xO:SPY260306C00689000 | -40xO:SPY260306C00694000 | 20xO:SPY260306C00699000,480.0,1060.0,580.0,TP_100PCT,20,100,,480.0,06_long_call_butterfly
2026-02-17,2026-02-26,682.85,2026-03-13,5xO:SPY260313C00678000 | -10xO:SPY260313C00683000 | 5xO:SPY260313C00688000,470.0,1050.0,580.0,TP_100PCT,5,100,,470.0,06_long_call_butterfly
2026-02-23,2026-03-16,682.39,2026-03-20,13xO:SPY260320C00677000 | -26xO:SPY260320C00682000 | 13xO:SPY260320C00687000,468.0,1079.0,611.0,TP_100PCT,13,100,,468.0,06_long_call_butterfly
2026-03-02,2026-03-09,686.38,2026-03-27,9xO:SPY260327C00681000 | -18xO:SPY260327C00686000 | 9xO:SPY260327C00691000,459.0,1080.0,621.0,TP_100PCT,9,100,,459.0,06_long_call_butterfly
2026-03-16,2026-03-17,669.03,2026-04-10,13xO:SPY260410C00664000 | -26xO:SPY260410C00669000 | 13xO:SPY260410C00674000,468.0,1547.0,1079.0,TP_100PCT,13,100,,468.0,06_long_call_butterfly
2026-03-23,2026-04-17,655.38,2026-04-17,9xO:SPY260417C00650000 | -18xO:SPY260417C00655000 | 9xO:SPY260417C00660000,459.0,-864.0,-1323.0,EXPIRY_FLATTEN,9,100,,459.0,06_long_call_butterfly
2026-03-30,2026-04-24,631.97,2026-04-24,1xO:SPY260424C00627000 | -2xO:SPY260424C00632000 | 1xO:SPY260424C00637000,-98.0,-988.0,-890.0,EXPIRY_FLATTEN,1,100,,98.0,06_long_call_butterfly
2026-04-06,2026-04-08,658.93,2026-05-01,1xO:SPY260501C00654000 | -2xO:SPY260501C00659000 | 1xO:SPY260501C00664000,-22.0,163.0,185.0,TP_100PCT,1,100,,22.0,06_long_call_butterfly
2026-04-13,2026-04-14,686.1,2026-05-08,1xO:SPY260508C00681000 | -2xO:SPY260508C00686000 | 1xO:SPY260508C00691000,-15.0,48.0,63.0,TP_100PCT,1,100,,15.0,06_long_call_butterfly
2026-04-20,2026-04-21,708.72,2026-05-15,1xO:SPY260515C00704000 | -2xO:SPY260515C00709000 | 1xO:SPY260515C00714000,-48.0,68.0,116.0,TP_100PCT,1,100,,48.0,06_long_call_butterfly
2026-04-27,2026-05-07,715.17,2026-05-22,8xO:SPY260522C00710000 | -16xO:SPY260522C00715000 | 8xO:SPY260522C00720000,464.0,2288.0,1824.0,TP_100PCT,8,100,,464.0,06_long_call_butterfly
2026-05-04,2026-05-05,718.01,2026-05-29,11xO:SPY260529C00713000 | -22xO:SPY260529C00718000 | 11xO:SPY260529C00723000,462.0,1320.0,858.0,TP_100PCT,11,100,,462.0,06_long_call_butterfly
2026-05-11,2026-05-18,739.3,2026-06-05,16xO:SPY260605C00734000 | -32xO:SPY260605C00739000 | 16xO:SPY260605C00744000,496.0,3184.0,2688.0,TP_100PCT,16,100,,496.0,06_long_call_butterfly
2026-05-18,2026-05-19,738.65,2026-06-12,1xO:SPY260612C00734000 | -2xO:SPY260612C00739000 | 1xO:SPY260612C00744000,-37.0,54.0,91.0,TP_100PCT,1,100,,37.0,06_long_call_butterfly
2026-06-01,2026-06-03,758.54,2026-06-26,22xO:SPY260626C00754000 | -44xO:SPY260626C00759000 | 22xO:SPY260626C00764000,484.0,2574.0,2090.0,TP_100PCT,22,100,,484.0,06_long_call_butterfly
2026-06-15,2026-07-06,754.83,2026-07-10,8xO:SPY260710C00750000 | -16xO:SPY260710C00755000 | 8xO:SPY260710C00760000,448.0,1120.0,672.0,TP_100PCT,8,100,,448.0,06_long_call_butterfly
2026-06-22,2026-06-23,744.39,2026-07-17,1xO:SPY260717C00739000 | -2xO:SPY260717C00744000 | 1xO:SPY260717C00749000,-37.0,101.0,138.0,TP_100PCT,1,100,,37.0,06_long_call_butterfly
2026-06-29,2026-07-06,741.0,2026-07-24,10xO:SPY260724C00736000 | -20xO:SPY260724C00741000 | 10xO:SPY260724C00746000,500.0,2360.0,1860.0,TP_100PCT,10,100,,500.0,06_long_call_butterfly
2026-07-13,2026-07-16,749.17,2026-08-07,9xO:SPY260807C00744000 | -18xO:SPY260807C00749000 | 9xO:SPY260807C00754000,477.0,1233.0,756.0,TP_100PCT,9,100,,477.0,06_long_call_butterfly
2026-07-20,2026-08-05,742.09,2026-08-14,1xO:SPY260814C00737000 | -2xO:SPY260814C00742000 | 1xO:SPY260814C00747000,303.0,-76.0,-379.0,EXPIRY_FLATTEN,1,100,,303.0,06_long_call_butterfly
